# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 30 11:27:40 2017
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim
810,K2-62,b,Transit,2,6.67202000,0.00028000,-0.00028000,0,0.063600,0.001400,-0.001400,0,,,,,,,,,,,,,,0.191,0.019,-0.019,0,,,,,0,0,1,0.77,0.05,-0.05,0,0,0.73,0.05,-0.05,0,0,2016-07-18,2.140,0.210,-0.210,0
811,K2-62,c,Transit,2,16.19660000,0.00120000,-0.00120000,0,0.114800,0.002500,-0.002500,0,,,,,,,,,,,,,,0.191,0.020,-0.020,0,,,,,0,0,1,0.77,0.05,-0.05,0,0,0.73,0.05,-0.05,0,0,2016-07-18,2.140,0.220,-0.220,0
822,K2-72,b,Transit,4,5.57739000,0.00068000,-0.00068000,0,0.037000,0.004700,-0.004700,0,,,,,,,,,,,,,,0.067,0.018,-0.018,0,,,,,0,0,1,0.22,0.08,-0.08,0,0,0.23,0.06,-0.06,0,0,2016-07-18,0.750,0.200,-0.200,0
823,K2-72,c,Transit,4,15.18710000,0.00320000,-0.00320000,0,0.072200,0.009100,-0.009100,0,,,,,,,,,,,,,,0.077,0.020,-0.020,0,,,,,0,0,1,0.22,0.08,-0.08,0,0,0.23,0.06,-0.06,0,0,2016-07-18,0.860,0.220,-0.220,0
824,K2-72,d,Transit,4,7.75990000,0.00140000,-0.00140000,0,0.046100,0.005800,-0.005800,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,0,1,0.22,0.08,-0.08,0,0,0.23,0.06,-0.06,0,0,2016-07-18,0.730,0.200,-0.200,0
825,K2-72,e,Transit,4,24.16690000,0.00570000,-0.00570000,0,0.098000,0.012000,-0.012000,0,,,,,,,,,,,,,,0.073,0.020,-0.020,0,,,,,0,0,1,0.22,0.08,-0.08,0,0,0.23,0.06,-0.06,0,0,2016-07-18,0.820,0.220,-0.220,0
828,K2-75,b,Transit,2,7.81420000,0.00210000,-0.00210000,0,0.081000,0.001400,-0.001400,0,,,,,,,,,,,,,,0.238,0.029,-0.029,0,,,,,0,0,1,1.16,0.06,-0.06,0,0,1.56,0.15,-0.15,0,0,2016-07-18,2.670,0.320,-0.320,0
829,K2-75,c,Transit,2,18.31100000,0.01400000,-0.01400000,0,0.142900,0.002500,-0.002500,0,,,,,,,,,,,,,,0.247,0.034,-0.034,0,,,,,0,0,1,1.16,0.06,-0.06,0,0,1.56,0.15,-0.15,0,0,2016-07-18,2.770,0.380,-0.380,0
834,K2-8,b,Transit,2,10.35239000,0.00086000,-0.00086000,0,0.085600,0.001400,-0.001400,0,,,,,86.420,2.560,-1.370,0,,,,,,0.319,0.063,-0.063,0,,,,,0,0,1,0.78,0.04,-0.04,0,0,0.74,0.04,-0.04,0,0,2016-07-07,3.580,0.710,-0.710,0
835,K2-8,c,Transit,2,5.06416000,0.00041000,-0.00041000,0,0.053200,0.000900,-0.000900,0,,,,,86.700,2.480,-2.480,0,,,,,,0.215,0.029,-0.029,0,,,,,0,0,1,0.78,0.04,-0.04,0,0,0.74,0.04,-0.04,0,0,2016-07-07,2.410,0.330,-0.330,0
836,K2-80,b,Transit,2,19.09180000,0.00640000,-0.00640000,0,0.135000,0.004000,-0.004000,0,,,,,,,,,,,,,,0.179,0.027,-0.027,0,,,,,0,0,1,0.90,0.08,-0.08,0,0,0.87,0.10,-0.10,0,0,2016-07-18,2.010,0.300,-0.300,0
837,K2-80,c,Transit,2,5.60500000,0.00110000,-0.00110000,0,0.059600,0.001800,-0.001800,0,,,,,,,,,,,,,,0.131,0.021,-0.021,0,,,,,0,0,1,0.90,0.08,-0.08,0,0,0.87,0.10,-0.10,0,0,2016-07-18,1.470,0.230,-0.230,0
840,K2-83,b,Transit,2,2.74697000,0.00018000,-0.00018000,0,0.030140,0.000410,-0.000410,0,,,,,,,,,,,,,,0.111,0.009,-0.009,0,,,,,0,0,1,0.48,0.02,-0.02,0,0,0.42,0.02,-0.02,0,0,2016-07-18,1.244,0.098,-0.098,0
841,K2-83,c,Transit,2,9.99767000,0.00081000,-0.00081000,0,0.071310,0.000960,-0.000960,0,,,,,,,,,,,,,,0.132,0.009,-0.009,0,,,,,0,0,1,0.48,0.02,-0.02,0,0,0.42,0.02,-0.02,0,0,2016-07-18,1.483,0.099,-0.099,0
842,K2-84,b,Transit,2,6.42150000,0.00056000,-0.00056000,0,0.066500,0.001600,-0.001600,0,,,,,,,,,,,,,,0.215,0.031,-0.031,0,,,,,0,0,1,0.95,0.07,-0.07,0,0,0.93,0.12,-0.12,0,0,2016-07-18,2.410,0.350,-0.350,0
843,K2-84,c,Transit,2,27.86000000,0.00520000,-0.00520000,0,0.176800,0.004300,-0.004300,0,,,,,,,,,,,,,,0.181,0.029,-0.029,0,,,,,0,0,1,0.95,0.07,-0.07,0,0,0.93,0.12,-0.12,0,0,2016-07-18,2.030,0.320,-0.320,0
850,K2-90,b,Transit,2,13.73110000,0.00140000,-0.00140000,0,0.092600,0.003900,-0.003900,0,,,,,,,,,,,,,,0.182,0.029,-0.029,0,,,,,0,0,1,0.56,0.07,-0.07,0,0,0.49,0.07,-0.07,0,0,2016-07-18,2.040,0.330,-0.330,0
851,K2-90,c,Transit,2,2.90032000,0.00038000,-0.00038000,0,0.032800,0.001400,-0.001400,0,,,,,,,,,,,,,,0.091,0.016,-0.016,0,,,,,0,0,1,0.56,0.07,-0.07,0,0,0.49,0.07,-0.07,0,0,2016-07-18,1.020,0.180,-0.180,0
865,KELT-6,b,Transit,2,7.84558210,0.00000700,-0.00000700,0,0.080000,0.001000,-0.001000,0,0.029000,0.016000,-0.013000,0,88.810,0.790,-0.910,0,0.44200,0.01900,-0.01900,0,Msin(i)/sin(i),1.180,0.110,-0.110,0,,,,,0,0,0,1.13,0.06,-0.06,0,0,1.53,0.14,-0.14,0,0,2015-09-03,13.227,1.233,-1.233,0
866,KELT-6,c,Radial Velocity,2,1276.00000000,81.00000000,-67.00000000,0,2.390000,0.110000,-0.110000,0,0.210000,0.039000,-0.036000,0,,,,,3.71000,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,1.13,0.06,-0.06,0,0,1.53,0.14,-0.14,0,0,2015-09-03,,,,
869,KIC 10001893,b,Orbital Brightness Modulation,3,0.21970000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,,,,,0,2014-10-03,,,,
870,KIC 10001893,c,Orbital Brightness Modulation,3,0.32528000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,,,,,0,2014-10-03,,,,
871,KIC 10001893,d,Orbital Brightness Modulation,3,0.81161000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,0,,,,,0,2014-10-03,,,,
874,KIC 5437945,b,Transit,2,440.78130000,0.00563000,-0.00577000,0,,,,,,,,,89.904,0.066,-0.086,0,,,,,,0.571,0.143,-0.143,0,,,,,0,1,0,1.07,0.17,-0.17,0,0,1.24,0.29,-0.29,0,0,2016-01-05,6.400,1.600,-1.600,0
877,KOI-7892,b,Transit,2,31.80990000,0.00919000,-0.00933000,0,,,,,,,,,89.300,0.490,-0.720,0,,,,,,0.366,0.196,-0.170,0,,,,,0,1,0,1.04,0.20,-0.20,0,0,1.26,0.56,-0.56,0,0,2016-01-05,4.100,2.200,-1.900,0
878,KOI-7892,c,Transit,2,75.20000000,38.90000000,-1.10000000,0,,,,,,,,,89.701,0.160,-0.160,0,,,,,,0.214,0.170,-0.125,0,,,,,0,1,0,1.04,0.20,-0.20,0,0,1.26,0.56,-0.56,0,0,2016-01-05,2.400,1.900,-1.400,0
882,KOI-142,b,Transit,2,10.95416000,0.00011000,-0.00013000,0,,,,,0.055930,0.000470,-0.000310,0,89.055,0.074,-0.070,0,0.02700,0.00800,-0.00800,0,Mass,0.337,0.035,-0.032,0,0.87000,0.42000,-0.31000,0,1,1,0,0.96,0.04,-0.05,0,0,0.88,0.03,-0.04,0,0,2014-05-14,3.780,0.390,-0.360,0
883,KOI-142,c,Transit Timing Variations,2,22.33950000,0.00190000,-0.00170000,0,0.155250,,,0,0.056280,0.001400,-0.002800,0,86.200,1.300,-1.600,0,0.62600,0.02900,-0.03300,0,Mass,,,,,,,,,0,1,0,0.96,0.04,-0.05,0,0,0.88,0.03,-0.04,0,0,2014-05-14,,,,
885,KOI-351,b,Transit,7,7.00815100,0.00001900,-0.00001900,0,0.074000,0.016000,-0.016000,0,,,,,89.400,1.500,-1.500,0,,,,,,0.117,0.015,-0.015,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,1.310,0.170,-0.170,0
886,KOI-351,c,Transit,7,8.71937500,0.00002700,-0.00002700,0,0.089000,0.012000,-0.012000,0,,,,,89.680,0.740,-0.740,0,,,,,,0.106,0.012,-0.012,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,1.190,0.140,-0.140,0
887,KOI-351,d,Transit,7,59.73667000,0.00038000,-0.00038000,0,0.320000,0.050000,-0.050000,0,,,,,89.710,0.290,-0.290,0,,,,,,0.256,0.027,-0.027,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,2.870,0.300,-0.300,0
888,KOI-351,e,Transit,7,91.93913000,0.00073000,-0.00073000,0,0.420000,0.060000,-0.060000,0,,,,,89.790,0.190,-0.190,0,,,,,,0.237,0.026,-0.026,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,2.660,0.290,-0.290,0
889,KOI-351,f,Transit,7,124.91440000,0.00190000,-0.00190000,0,0.480000,0.090000,-0.090000,0,,,,,89.770,0.310,-0.310,0,,,,,,0.257,0.046,-0.046,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,2.880,0.520,-0.520,0
890,KOI-351,g,Transit,7,210.60697000,0.00043000,-0.00043000,,0.710000,0.080000,-0.080000,0,,,,,89.800,0.060,-0.060,0,,,,,,0.723,0.071,-0.071,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,8.100,0.800,-0.800,0
891,KOI-351,h,Transit,7,331.60059000,0.00037000,-0.00037000,0,1.010000,0.110000,-0.110000,0,,,,,89.600,1.300,-1.300,0,,,,,,1.008,0.089,-0.089,0,,,,,0,1,0,1.20,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-05-14,11.300,1.000,-1.000,0
892,KOI-55,b,Orbital Brightness Modulation,2,0.24010400,0.00000400,-0.00000400,0,0.006000,,,0,,,,,65.000,,,0,0.00140,,,0,Mass,0.068,,,0,,,,,0,1,0,0.50,0.00,0.00,0,0,0.20,0.01,-0.01,0,0,2014-05-14,0.759,,,0
893,KOI-55,c,Orbital Brightness Modulation,2,0.34288700,0.00001300,-0.00001300,0,0.007600,,,0,,,,,65.000,,,0,0.00210,,,0,Mass,0.077,,,0,,,,,0,1,0,0.50,0.00,0.00,0,0,0.20,0.01,-0.01,0,0,2014-05-14,0.867,,,0
894,KOI-94,b,Transit,4,3.74320800,0.00001500,-0.00001500,0,0.051190,0.000670,-0.000670,0,0.250000,0.170000,-0.170000,0,89.300,0.570,-0.570,0,0.03300,0.01400,-0.01400,0,Mass,0.153,0.014,-0.014,0,10.10000,5.50000,-5.50000,0,0,1,0,1.28,0.05,-0.05,0,0,1.52,0.14,-0.14,0,0,2014-05-14,1.710,0.160,-0.160,0
895,KOI-94,c,Transit,4,10.42364800,0.00001600,-0.00001600,0,0.101300,0.001300,-0.001300,0,0.430000,0.230000,-0.230000,0,88.360,0.750,-0.750,0,0.04900,0.01800,-0.04900,0,Mass,0.385,0.037,-0.037,0,0.91000,0.36000,-0.91000,0,1,1,0,1.28,0.05,-0.05,0,0,1.52,0.14,-0.14,0,0,2014-05-14,4.320,0.410,-0.410,0
896,KOI-94,d,Transit,4,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,0.022000,0.038000,-0.038000,0,89.871,0.123,-0.123,0,0.33400,0.03500,-0.03500,0,Mass,1.005,0.095,-0.095,0,0.36300,0.10100,-0.10100,0,1,1,0,1.28,0.05,-0.05,0,0,1.52,0.14,-0.14,0,0,2014-05-14,11.270,1.060,-1.060,0
897,KOI-94,e,Transit,4,54.32031000,0.00012000,-0.00012000,0,0.304600,0.004000,-0.004000,0,0.019000,0.230000,-0.230000,0,89.760,0.150,-0.150,0,0.11000,0.05700,-0.08800,0,Mass,0.585,0.055,-0.055,0,0.60000,0.26000,-0.56000,0,1,1,0,1.28,0.05,-0.05,0,0,1.52,0.14,-0.14,0,0,2014-05-14,6.560,0.620,-0.620,0
899,Kepler-10,b,Transit,2,0.83749100,0.00000200,-0.00000200,0,0.017200,0.000810,-0.001680,0,,,,,85.100,3.400,-4.300,0,0.01450,0.00400,-0.00460,0,Mass,0.132,0.004,-0.003,0,8.00000,3.00000,-3.00000,0,0,1,0,0.91,0.02,-0.02,0,0,1.06,0.01,-0.01,0,0,2015-10-15,1.481,0.049,-0.029,0
900,Kepler-10,c,Transit,2,45.29430100,0.00004800,-0.00004800,0,,,,,0.000000,,,0,89.590,0.250,-0.430,0,0.05400,0.00600,-0.00600,0,Mass,0.210,0.008,-0.004,0,7.10000,1.00000,-1.00000,0,1,1,0,0.91,0.02,-0.02,0,0,1.06,0.01,-0.01,0,0,2014-06-02,2.350,0.090,-0.040,0
901,Kepler-100,b,Transit,3,6.88705000,,,0,,,,,,,,,,,,,0.02300,0.01000,-0.01000,0,Mass,0.118,0.004,-0.004,0,14.25000,6.33000,-6.33000,0,0,1,0,1.08,0.06,-0.06,0,0,1.49,0.04,-0.04,0,0,2014-05-14,1.320,0.040,-0.040,0
902,Kepler-100,c,Transit,3,12.81590000,,,0,,,,,,,,,,,,,,,,,,0.196,0.004,-0.004,0,,,,,0,1,0,1.08,0.06,-0.06,0,0,1.49,0.04,-0.04,0,0,2016-10-13,2.200,0.050,-0.050,0
903,Kepler-100,d,Transit,3,35.33310000,,,0,,,,,,,,,,,,,,,,,,0.144,0.004,-0.004,0,,,,,0,1,0,1.08,0.06,-0.06,0,0,1.49,0.04,-0.04,0,0,2016-10-13,1.610,0.050,-0.050,0
914,Kepler-101,b,Transit,2,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,0.086000,0.080000,-0.059000,0,85.820,1.730,-1.530,0,0.16000,0.02000,-0.01000,0,Mass,0.510,0.080,-0.070,0,1.45000,0.83000,-0.48000,0,0,1,0,1.17,0.07,-0.05,0,0,1.56,0.20,-0.20,0,0,2014-09-25,5.770,0.850,-0.790,0
915,Kepler-101,c,Transit,2,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.000000,,,0,84.600,3.400,-3.100,0,0.01000,,,1,Mass,0.112,0.017,-0.015,0,10.50000,,,1,0,1,0,1.17,0.07,-0.05,0,0,1.56,0.20,-0.20,0,0,2014-09-25,1.250,0.190,-0.170,0
922,Kepler-1016,b,Transit,2,1.95452434,0.00000331,-0.00000331,0,,,,,,,,,,,,,,,,,,0.194,0.033,-0.025,0,,,,,0,1,0,0.99,0.08,-0.07,0,0,1.00,0.17,-0.10,0,0,2016-05-10,2.180,0.370,-0.280,0
923,Kepler-1016,c,Transit,2,105.65513690,0.00054520,-0.00054520,0,,,,,,,,,,,,,,,,,,0.328,0.058,-0.033,0,,,,,0,1,0,0.99,0.08,-0.07,0,0,1.00,0.17,-0.10,0,0,2016-05-10,3.680,0.650,-0.370,0
927,Kepler-102,b,Transit,5,5.28696000,,,0,,,,,,,,,,,,,,,,,,0.042,0.002,-0.002,0,,,,,0,1,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,2016-10-13,0.470,0.020,-0.020,0
928,Kepler-102,c,Transit,5,7.07142000,,,0,,,,,,,,,,,,,,,,,,0.052,0.002,-0.002,0,,,,,0,1,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,2016-10-13,0.580,0.020,-0.020,0
929,Kepler-102,d,Transit,5,10.31170000,,,0,,,,,,,,,,,,,0.01200,0.00600,-0.00600,0,Mass,0.105,0.004,-0.004,0,13.27000,6.46000,-6.46000,0,0,1,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,2014-05-14,1.180,0.040,-0.040,0
930,Kepler-102,e,Transit,5,16.14570000,,,0,,,,,,,,,,,,,0.02800,0.00600,-0.00600,0,Mass,0.198,0.006,-0.006,0,4.68000,1.12000,-1.12000,0,0,1,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,2014-05-14,2.220,0.070,-0.070,0
931,Kepler-102,f,Transit,5,27.45360000,,,0,,,,,,,,,,,,,,,,,,0.079,0.003,-0.003,0,,,,,0,1,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,2016-10-13,0.880,0.030,-0.030,0
942,Kepler-103,b,Transit,2,15.96540000,,,0,,,,,,,,,,,,,0.03100,0.02700,-0.02700,0,Mass,0.301,0.008,-0.008,0,1.38000,1.40000,-1.40000,0,1,1,0,1.09,0.07,-0.07,0,0,1.44,0.04,-0.04,0,0,2014-05-14,3.370,0.090,-0.090,0
943,Kepler-103,c,Transit,2,179.61200000,,,0,,,,,,,,,,,,,0.11400,0.07900,-0.07900,0,Mass,0.459,0.012,-0.012,0,1.47000,1.20000,-1.20000,0,1,1,0,1.09,0.07,-0.07,0,0,1.44,0.04,-0.04,0,0,2014-05-14,5.140,0.140,-0.140,0
954,Kepler-104,b,Transit,3,11.42754800,0.00001500,-0.00001500,0,0.094000,,,0,,,,,,,,,,,,,,0.277,0.047,-0.047,0,,,,,0,1,0,0.81,,,0,0,1.35,0.22,-0.22,0,0,2014-05-14,3.100,0.530,-0.530,0
955,Kepler-104,c,Transit,3,23.66820500,0.00005600,-0.00005600,0,0.153000,,,0,,,,,,,,,,,,,,0.279,0.049,-0.049,0,,,,,0,1,0,0.81,,,0,0,1.35,0.22,-0.22,0,0,2014-05-14,3.130,0.550,-0.550,0
956,Kepler-104,d,Transit,3,51.75539400,0.00016000,-0.00016000,0,0.257000,,,0,,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,0,1,0,0.81,,,0,0,1.35,0.22,-0.22,0,0,2014-05-14,3.580,0.610,-0.610,0
964,Kepler-1047,b,Transit,2,56.18868870,0.00027560,-0.00027560,0,,,,,,,,,,,,,,,,,,0.186,0.023,-0.015,0,,,,,0,1,0,1.08,0.05,-0.04,0,0,1.13,0.14,-0.09,0,0,2016-05-10,2.090,0.260,-0.170,0
965,Kepler-1047,c,Transit,2,3.18897601,0.00002038,-0.00002038,0,,,,,,,,,,,,,,,,,,0.088,0.012,-0.008,0,,,,,0,1,0,1.08,0.05,-0.04,0,0,1.13,0.14,-0.09,0,0,2016-05-10,0.990,0.130,-0.090,0
968,Kepler-105,b,Transit,2,5.41220000,0.00002000,-0.00002000,0,0.066000,0.003000,-0.003000,0,0.470000,0.050000,-0.470000,0,85.940,1.870,-3.880,0,,,,,,0.429,0.136,-0.136,0,,,,,0,1,0,0.96,0.05,-0.05,0,0,0.89,0.04,-0.04,0,0,2014-05-14,4.810,1.530,-1.530,0
969,Kepler-105,c,Transit,2,7.12620000,0.00020000,-0.00020000,0,,,,,,,,,,,,,0.01447,0.00289,-0.00267,0,Mass,0.117,0.006,-0.006,0,11.20000,3.00000,-2.56000,0,0,1,0,0.96,0.05,-0.05,0,0,0.89,0.04,-0.04,0,0,2016-04-07,1.310,0.070,-0.070,0
970,Kepler-1050,b,Transit,2,15.37875460,0.00006915,-0.00006915,0,,,,,,,,,,,,,,,,,,0.143,0.043,-0.016,0,,,,,0,1,0,1.09,0.08,-0.07,0,0,1.13,0.29,-0.12,0,0,2016-05-10,1.600,0.480,-0.180,0
971,Kepler-1050,c,Transit,2,21.12845690,0.00011200,-0.00011200,0,,,,,,,,,,,,,,,,,,0.132,0.031,-0.014,0,,,,,0,1,0,1.09,0.08,-0.07,0,0,1.13,0.29,-0.12,0,0,2016-05-10,1.480,0.350,-0.160,0
981,Kepler-106,b,Transit,4,6.16486000,,,0,,,,,,,,,,,,,,,,,,0.073,0.010,-0.010,0,,,,,0,1,0,1.00,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2016-10-13,0.820,0.110,-0.110,0
982,Kepler-106,c,Transit,4,13.57080000,,,0,,,,,,,,,,,,,0.03300,0.01000,-0.01000,0,Mass,0.223,0.029,-0.029,0,3.28000,1.56000,-1.56000,0,0,1,0,1.00,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14,2.500,0.320,-0.320,0
983,Kepler-106,d,Transit,4,23.98020000,,,0,,,,,,,,,,,,,,,,,,0.085,0.012,-0.012,0,,,,,0,1,0,1.00,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2016-10-13,0.950,0.130,-0.130,0
984,Kepler-106,e,Transit,4,43.84450000,,,0,,,,,,,,,,,,,0.03500,0.01800,-0.01800,0,Mass,0.228,0.029,-0.029,0,3.10000,2.07000,-2.07000,0,0,1,0,1.00,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,2014-05-14,2.560,0.330,-0.330,0
990,Kepler-1065,b,Transit,2,3.60930891,0.00000510,-0.00000510,0,,,,,,,,,,,,,,,,,,0.333,0.057,-0.032,0,,,,,0,1,0,0.94,0.07,-0.06,0,0,0.93,0.16,-0.09,0,0,2016-05-10,3.730,0.640,-0.360,0
991,Kepler-1065,c,Transit,2,2.37030743,0.00001691,-0.00001691,0,,,,,,,,,,,,,,,,,,0.143,0.021,-0.015,0,,,,,0,1,0,0.94,0.07,-0.06,0,0,0.93,0.16,-0.09,0,0,2016-05-10,1.600,0.240,-0.170,0
996,Kepler-107,b,Transit,4,3.17999700,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,,0.139,0.005,-0.005,0,,,,,0,1,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14,1.560,0.060,-0.060,0
997,Kepler-107,c,Transit,4,4.90142500,0.00001600,-0.00001600,0,0.059000,,,0,,,,,,,,,,,,,,0.161,0.016,-0.016,0,,,,,0,1,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14,1.810,0.180,-0.180,0
998,Kepler-107,d,Transit,4,7.95820300,0.00010400,-0.00010400,0,0.082000,,,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,0,1,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14,1.070,0.060,-0.060,0
999,Kepler-107,e,Transit,4,14.74904900,0.00003400,-0.00003400,0,0.123000,,,0,,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,0,1,0,,,,,,1.41,0.05,-0.05,0,0,2014-05-14,3.450,0.250,-0.250,0
1003,Kepler-1073,b,Transit,2,8.67888593,0.00002409,-0.00002409,0,,,,,,,,,,,,,,,,,,0.205,0.044,-0.022,0,,,,,0,1,0,1.00,0.10,-0.07,0,0,1.00,0.21,-0.11,0,0,2016-05-10,2.300,0.490,-0.250,0
1004,Kepler-1073,c,Transit,2,4.02582254,0.00001484,-0.00001484,0,,,,,,,,,,,,,,,,,,0.146,0.030,-0.016,0,,,,,0,1,0,1.00,0.10,-0.07,0,0,1.00,0.21,-0.11,0,0,2016-05-10,1.640,0.340,-0.180,0
1011,Kepler-108,b,Transit,2,49.18392100,0.00005400,-0.00005400,0,0.292000,,,0,,,,,,,,,,,,,,0.772,0.043,-0.043,0,,,,,0,1,0,0.87,,,0,0,2.19,0.12,-0.12,0,0,2014-05-14,8.650,0.480,-0.480,0
